"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","GE201...O.Órgão..prestador..é.também.o.prestador...direto.ou.indireto...dos.serviços.de.abastecimento.de.água.e.esgotamento.sanitário.no.município...Antigo.campo.GE056.","GE202...Há.empresa.com.contrato.de.DELEGAÇÃO..concessão.ou.contrato.de.programa..para.algum.ou.todos.os.serviços.de.limpeza.urbana.do.município...Antigo.campo.GE055.","POP_TOT...População.total.do.município..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município..Fonte..IBGE...Habitantes."
"231135","Quixelô","CE","2011","[23113511] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","","14955","4914"
"231135","Quixelô","CE","2002","","","","","15579","4160"
"231135","Quixelô","CE","1999","","","","","14743","3623"
"231135","Quixelô","CE","2008","","","","","16222","4874"
"231135","Quixelô","CE","1996","","","","","15067","3703"
"231135","Quixelô","CE","2009","[23113511] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","","","16272","4889"
"231135","Quixelô","CE","2006","","","","","15535","4149"
"231135","Quixelô","CE","2012","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não","14911","4900"
"231135","Quixelô","CE","2005","","","","","15544","4151"
"231140","Quixeramobim","CE","2007","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Não","Não","68966","39576"
"231140","Quixeramobim","CE","2008","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Abast Água e Esg Sanitário","Sim","72951","41863"
"231140","Quixeramobim","CE","1997","","","","","56280","26638"
"231140","Quixeramobim","CE","1998","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","55926","26470"
"231140","Quixeramobim","CE","2010","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","71887","43424"
"231140","Quixeramobim","CE","2015","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Não","Não","77174","46618"
"231140","Quixeramobim","CE","2011","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","72866","44015"
"231140","Quixeramobim","CE","2013","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Esgotamento Sanitário","Não","75565","45646"
"231140","Quixeramobim","CE","2003","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","59186","30575"
"231140","Quixeramobim","CE","2014","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","76386","46142"
"231140","Quixeramobim","CE","2000","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","59235","30600"
"231140","Quixeramobim","CE","2005","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","59229","30597"
"231140","Quixeramobim","CE","2004","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","","","59213","30589"
"231140","Quixeramobim","CE","2002","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água; Água","","","59172","30567"
"231140","Quixeramobim","CE","1996","","","","","56697","26835"
"231140","Quixeramobim","CE","2009","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","73517","42188"
"231140","Quixeramobim","CE","1999","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água e Esgoto","","","55574","26303"
"231140","Quixeramobim","CE","2001","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","58896","30425"
"231140","Quixeramobim","CE","2012","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","Abast Água e Esg Sanitário","Não","73812","44587"
"231140","Quixeramobim","CE","2006","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","","","59244","30605"
"231140","Quixeramobim","CE","1995","","","","","60868","28809"
"231150","Quixeré","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ","Água; Res Sólidos","Não","Não","21572","13257"
"231150","Quixeré","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16862","9857"
"231150","Quixeré","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19772","11778"
"231150","Quixeré","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21410","13158"
"231150","Quixeré","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17805","10408"
"231150","Quixeré","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","18652","11111"
"231150","Quixeré","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19608","12050"
"231150","Quixeré","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19517","11626"
"231150","Quixeré","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21241","13054"
"231150","Quixeré","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19124","11179"
"231150","Quixeré","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","18780","10978"
"231150","Quixeré","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19412","11930"
"231150","Quixeré","CE","1996","","","","","15274","8614"
"231150","Quixeré","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17231","10073"
"231150","Quixeré","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17506","10233"
"231150","Quixeré","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16057","9056"
"231150","Quixeré","CE","1995","","","","","14210","8014"
"231150","Quixeré","CE","1997","","","","","15697","8853"
"231150","Quixeré","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16414","9257"
"231150","Quixeré","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ","Água; Res Sólidos","Esgotamento Sanitário","Não","20810","12789"
"231150","Quixeré","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","18432","10775"
"231160","Redenção","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23116040] PREFEITURA MUNICIPAL DE REDENÇÃO - PMR","Água e Esgoto; Res Sólidos","Não","Não","26768","15403"
"231160","Redenção","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","25269","12928"
"231160","Redenção","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21499","11062"
"231160","Redenção","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","25463","13027"
"231160","Redenção","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","27272","15625"
"231160","Redenção","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23116040] PREFEITURA MUNICIPAL DE REDENÇÃO - PMR","Água e Esgoto; Res Sólidos","Não","Não","26660","15274"
"231160","Redenção","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23116040] PREFEITURA MUNICIPAL DE REDENÇÃO - PMR","Água e Esgoto; Res Sólidos","Não","Não","27088","15520"
"231160","Redenção","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26415","15134"
"231160","Redenção","CE","1995","","","","","23413","12046"
"231160","Redenção","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","25682","13140"
"231160","Redenção","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","24993","12787"
"231160","Redenção","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26540","15206"
"231160","Redenção","CE","1997","","","","","21716","11173"
"231160","Redenção","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21283","10950"
"231160","Redenção","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26394","13504"
"231160","Redenção","CE","1996","","","","","21972","11305"
"231160","Redenção","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26646","13633"
"231160","Redenção","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","25702","14790"
"231160","Redenção","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26624","15321"
"231160","Redenção","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","26140","13374"
"231160","Redenção","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","27182","15573"
"231170","Reriutaba","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19444","9908"
"231170","Reriutaba","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","24121","11063"
"231170","Reriutaba","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19179","10440"
"231170","Reriutaba","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","22049","10112"
"231170","Reriutaba","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","22431","10288"
"231170","Reriutaba","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","23679","10860"
"231170","Reriutaba","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19315","10514"
"231170","Reriutaba","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","23235","10656"
"231170","Reriutaba","CE","1996","","","","","20114","7958"
"231170","Reriutaba","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19310","9840"
"231170","Reriutaba","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21409","8470"
"231170","Reriutaba","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","22000","8704"
"231170","Reriutaba","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19455","10590"
"231170","Reriutaba","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19015","10350"
"231170","Reriutaba","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21691","9948"
"231170","Reriutaba","CE","1995","","","","","17489","6919"
"231170","Reriutaba","CE","1997","","","","","20814","8235"
"231170","Reriutaba","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","21224","9734"
"231170","Reriutaba","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19281","10495"
"231170","Reriutaba","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19145","10421"
"231170","Reriutaba","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","19626","10001"
"231180","Russas","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23118040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SEINFRA","Água e Esgoto; Res Sólidos","Não","Não","71723","46169"
"231180","Russas","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23118040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SEINFRA","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não","74243","47791"
"231180","Russas","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","75018","48290"
"231180","Russas","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23118040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SEINFRA","Água e Esgoto; Res Sólidos","Não","","67960","43383"
"231180","Russas","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","63975","40839"
"231180","Russas","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","60633","37365"
"231180","Russas","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23118040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SEINFRA","Água e Esgoto; Res Sólidos","Abast Água e Esg Sanitário","Não","73436","47271"
"231180","Russas","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","70794","45571"
"231180","Russas","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","57320","35323"
"231180","Russas","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","58607","36116"
"231180","Russas","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","54695","33142"
"231180","Russas","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23118040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SEINFRA","Água e Esgoto; Res Sólidos","Não","Não","69833","44952"
"231180","Russas","CE","1995","","","","","50362","30516"
"231180","Russas","CE","1997","","","","","53416","32367"
"231180","Russas","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","62837","38723"
"231180","Russas","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","59583","36718"
"231180","Russas","CE","1996","","","","","51910","31454"
"231180","Russas","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","64057","39475"
"231180","Russas","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","67023","42785"
"231180","Russas","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","55967","33912"
"231180","Russas","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","65268","40221"
"231190","Saboeiro","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16462","7911"
"231190","Saboeiro","CE","1997","","","","","16575","7027"
"231190","Saboeiro","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","15752","8455"
"231190","Saboeiro","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16297","7832"
"231190","Saboeiro","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16705","8028"
"231190","Saboeiro","CE","1996","","","","","16344","6929"
"231190","Saboeiro","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16966","7193"
"231190","Saboeiro","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16618","7986"
"231190","Saboeiro","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","15716","8436"
"231190","Saboeiro","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","15835","8500"
"231190","Saboeiro","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16806","8635"
"231190","Saboeiro","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16791","8070"
"231190","Saboeiro","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16851","8658"
"231190","Saboeiro","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16387","7875"
"231190","Saboeiro","CE","1995","","","","","15057","6383"
"231190","Saboeiro","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","15681","8417"
"231190","Saboeiro","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16226","7798"
"231190","Saboeiro","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS","Água e Esgoto; Res Sólidos","Não","Sim","15753","8456"
"231190","Saboeiro","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16282","8366"
"231190","Saboeiro","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16771","7110"
"231190","Saboeiro","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS","Água e Esgoto; Res Sólidos","Não","Sim","15793","8477"
"231195","Salitre","CE","1999","","","","","12175","3589"
"231195","Salitre","CE","1997","","","","","12343","3639"
"231195","Salitre","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16161","6550"
"231195","Salitre","CE","2010","","","","","15453","6263"
"231195","Salitre","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","14194","4576"
"231195","Salitre","CE","1998","","","","","12258","3614"
"231195","Salitre","CE","2000","","","","","13925","4489"
"231195","Salitre","CE","2012","","","","","15684","6357"
"231195","Salitre","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","14871","4794"
"231195","Salitre","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","14319","4616"
"231195","Salitre","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","14727","4748"
"231195","Salitre","CE","2009","","","","","16845","6204"
"231195","Salitre","CE","2001","","","","","14068","4535"
"231195","Salitre","CE","1995","","","","","13467","3970"
"231195","Salitre","CE","1996","","","","","12442","3668"
"231195","Salitre","CE","2008","","","","","16586","6108"
"231195","Salitre","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","14582","4701"
"231195","Salitre","CE","2013","","","","","15976","6475"
"231195","Salitre","CE","2011","","","","","15571","6311"
"231195","Salitre","CE","2007","","","","","15798","5818"
"231195","Salitre","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","16070","6513"
"231200","Santana do Acaraú","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","31596","16219"
"231200","Santana do Acaraú","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","31133","15981"
"231200","Santana do Acaraú","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","31369","16102"
"231200","Santana do Acaraú","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","28548","13571"
"231200","Santana do Acaraú","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23120040] SECRETARIA DE OBRAS SERVIÇOS E URBANISMO - SOSU","Água; Res Sólidos","Não","Não","30512","15663"
"231200","Santana do Acaraú","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","28970","13772"
"231200","Santana do Acaraú","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","28741","14481"
"231200","Santana do Acaraú","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","27354","13004"
"231200","Santana do Acaraú","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","28122","13369"
"231200","Santana do Acaraú","CE","1997","","","","","26401","10716"
"231200","Santana do Acaraú","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","26198","12454"
"231200","Santana do Acaraú","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","30234","15520"
"231200","Santana do Acaraú","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","29946","15372"
"231200","Santana do Acaraú","CE","1996","","","","","25513","10356"
"231200","Santana do Acaraú","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","26655","12671"
"231200","Santana do Acaraú","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","27155","11023"
"231200","Santana do Acaraú","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","26987","12829"
"231200","Santana do Acaraú","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23120040] SECRETARIA DE OBRAS SERVIÇOS E URBANISMO - SOSU","Água; Res Sólidos","Não","Não","30410","15322"
"231200","Santana do Acaraú","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","27906","11327"
"231200","Santana do Acaraú","CE","1995","","","","","22028","8941"
"231200","Santana do Acaraú","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","30041","15136"
"231210","Santana do Cariri","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17195","8835"
"231210","Santana do Cariri","CE","1997","","","","","16530","7463"
"231210","Santana do Cariri","CE","1996","","","","","16300","7359"
"231210","Santana do Cariri","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não","17468","8975"
"231210","Santana do Cariri","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17292","8394"
"231210","Santana do Cariri","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16847","8178"
"231210","Santana do Cariri","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não","17170","8822"
"231210","Santana do Cariri","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não","18369","9360"
"231210","Santana do Cariri","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17574","8955"
"231210","Santana do Cariri","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não","17457","8969"
"231210","Santana do Cariri","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos","Não","Não","17445","8963"
"231210","Santana do Cariri","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17588","8538"
"231210","Santana do Cariri","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16921","7639"
"231210","Santana do Cariri","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","18242","9295"
"231210","Santana do Cariri","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17752","8617"
"231210","Santana do Cariri","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17914","8696"
"231210","Santana do Cariri","CE","1995","","","","","15001","6773"
"231210","Santana do Cariri","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","16726","7551"
"231210","Santana do Cariri","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17012","8258"
"231210","Santana do Cariri","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17219","8847"
"231210","Santana do Cariri","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","17151","8326"
"231220","Santa Quitéria","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42763","22260"
"231220","Santa Quitéria","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42375","19355"
"231220","Santa Quitéria","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42775","19538"
"231220","Santa Quitéria","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","43344","20736"
"231220","Santa Quitéria","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","43567","19899"
"231220","Santa Quitéria","CE","1997","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","39195","15026"
"231220","Santa Quitéria","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","45080","21567"
"231220","Santa Quitéria","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Água; Res Sólidos","Não","Não","43358","22570"
"231220","Santa Quitéria","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42961","19623"
"231220","Santa Quitéria","CE","1995","","","","","39414","15110"
"231220","Santa Quitéria","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42588","19452"
"231220","Santa Quitéria","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","44864","21463"
"231220","Santa Quitéria","CE","2014","[23122011] Prefeitura Municipal de Santa Quitéria - PMSQ; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Esgoto; Água; Res Sólidos","Abastecimento de Água","Não","43359","22570"
"231220","Santa Quitéria","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Água; Res Sólidos","Não","Não","43359","22570"
"231220","Santa Quitéria","CE","1996","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","39485","15137"
"231220","Santa Quitéria","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","38703","14837"
"231220","Santa Quitéria","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","43781","19997"
"231220","Santa Quitéria","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","","","38948","14931"
"231220","Santa Quitéria","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","43351","19801"
"231220","Santa Quitéria","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","","","42793","22276"
"231220","Santa Quitéria","CE","2012","[23122011] Prefeitura Municipal de Santa Quitéria - PMSQ; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Esgoto; Água; Res Sólidos","Esgotamento Sanitário","Não","42822","22291"
