"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
"241000","Pilões","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241000","Pilões","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24101040] Prefeitura Municipal de Poço Branco - PMPB","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"0","590356.32","590356.32","0","0","11076372","Não","Não",,""
"241010","Poço Branco","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241010","Poço Branco","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não","44000","1e+05","144000","0","0","0","210000","0","210000","13000","20000","33000","267000","120000","387000",,,"5e+06","Não","Não",,""
"241020","Portalegre","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não","16000","75000","91000","0","0","0","162000","0","162000","13000","20000","33000","191000","95000","286000","0","0","5e+06","Não","Não",,""
"241020","Portalegre","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","",,,,,,,,,,,,,"0","156000","156000",,,,"","",,""
"241020","Portalegre","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241020","Portalegre","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não","31061.57","217414.3","248475.87","6522.43","0","6522.43","67176","0","67176","7200","0","7200","111960","217414.3","329374.3",,,"7468021.19","Não","Não",,""
"241020","Portalegre","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Não","","","","Não","21120","0","21120","0","7998","7998","95040","0","95040","0","0","0","116160","7998","124158",,,"13296805.65","","",,""
"241025","Porto do Mangue","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"375780","342603.12","718383.12",,,"11400000","Não","Não",,""
"241025","Porto do Mangue","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não","701977","780560","1482537",,,,,,,,,,,,,,,,"Não","Não",,""
"241025","Porto do Mangue","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não",,,"203409.12",,,"12960",,,"115666.08",,,"202992.96",,,"535028.16",,,,"Não","Não",,""
"241025","Porto do Mangue","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não","400728","0","400728","12500","0","12500","103200","0","103200","268680","0","268680","785108","0","785108",,,"21454351.43","Não","Não",,""
"241025","Porto do Mangue","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Sim",,,,,,,,,,,,,,,,,,,"Não","Não",,""
"241025","Porto do Mangue","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não","701977","780560","1482537",,,,,,,,,,,,,,,"1482537","Não","Não",,""
"241025","Porto do Mangue","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","1999","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2000","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241025","Porto do Mangue","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"Não","Não",,""
"241030","Presidente Juscelino","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2014","[24103011] Prefeitura Municipal de Presidente Juscelino - PMPJ; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Esgoto; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24103040] SEC MUNICIPAL DE OBRAS. INFRA-ESTRUTURA E SERVIÇOS - SEMOI","Água; Res Sólidos","Não","","","","","335904.79","0","335904.79","0","0","0","77935","0","77935","247460.21","0","247460.21","661300","0","661300","0","0","13505485","Não","Não",,""
"241030","Presidente Juscelino","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2012","[24103011] Prefeitura Municipal de Presidente Juscelino - PMPJ; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Esgoto; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241030","Presidente Juscelino","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24103040] SEC MUNICIPAL DE OBRAS. INFRA-ESTRUTURA E SERVIÇOS - SEMOI","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"474000","0","474000","0","0","10188360.75","Não","Não",,""
"241040","Pureza","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241040","Pureza","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF","Água; Res Sólidos","Não","","","","Não","56000","0","56000","3000","0","3000","1300","0","1300","0","0","0","60300","0","60300",,,"3222000","Não","Não",,""
"241050","Rafael Fernandes","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241050","Rafael Fernandes","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF","Água; Res Sólidos","Não","","","","Não","56000","0","56000","3000","0","3000","1300","0","1300","0","0","0","60300","0","60300",,,"3222000","Não","Não",,""
"241050","Rafael Fernandes","RN","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"241060","Rafael Godeiro","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
