"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano."
"230930","Nova Russas","CE","2002","","",,,,,,,,,,
"230930","Nova Russas","CE","2000","","",,,,,,,,,,
"230930","Nova Russas","CE","2014","","",,,,,,,,,,
"230930","Nova Russas","CE","2007","[23093011] Prefeitura Municipal de Nova Russas - SAAE","Água",,,,,,,,,,
"230930","Nova Russas","CE","1997","","",,,,,,,,,,
"230930","Nova Russas","CE","2003","","",,,,,,,,,,
"230940","Novo Oriente","CE","1996","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos","5.67",,"2",,,,"0","100",,
"230940","Novo Oriente","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos","5.07","14605.46",,"100",,"74.07","0","100","6.76",
"230940","Novo Oriente","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","1997","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos","6.18",,,,,,"2.22","97.78","7.78",
"230940","Novo Oriente","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","1995","","",,,,,,,,,,
"230940","Novo Oriente","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos",,,,,,,,,,
"230940","Novo Oriente","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230940","Novo Oriente","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230940","Novo Oriente","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230940","Novo Oriente","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230945","Ocara","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","4.57","11234.3","1.26","0",,"51.3","100","0","2.86",
"230945","Ocara","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230945","Ocara","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","5.26","3462.55","0.47","0","0","18.21","100","0","12.5","0"
"230945","Ocara","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","3.89",,"1.27",,,,"100","0","6.45",
"230945","Ocara","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","4.66","16453.99","1.39","0",,"76.72","100","0","5.56",
"230945","Ocara","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","4.42","33985.68","2.62","0",,"150.32","100","0","5.71",
"230945","Ocara","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","4.32","20311.01","1.66","0",,"87.8","100","0","2.94",
"230945","Ocara","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos","4.52","7942.62","1.14","0","0","35.91","100","0","5.88","0"
"230945","Ocara","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","1996","","",,,,,,,,,,
"230945","Ocara","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","1999","","",,,,,,,,,,
"230945","Ocara","CE","1998","","",,,,,,,,,,
"230945","Ocara","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","1995","","",,,,,,,,,,
"230945","Ocara","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230945","Ocara","CE","1997","","",,,,,,,,,,
"230950","Orós","CE","1997","","",,,,,,,,,,
"230950","Orós","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2012","[23095011] Prefeitura Municipal de Orós - PMO; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23095040] Secretaria Municipal de Obras - SMO","Esgoto; Água; Res Sólidos","2.82",,,,,,"0","100","0",
"230950","Orós","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","1996","","",,,,,,,,,,
"230950","Orós","CE","1995","","",,,,,,,,,,
"230950","Orós","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230950","Orós","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","1996","","",,,,,,,,,,
"230960","Pacajus","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","1995","","",,,,,,,,,,
"230960","Pacajus","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23096040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",,,,,,,,,,
"230960","Pacajus","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230960","Pacajus","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230960","Pacajus","CE","1997","","",,,,,,,,,,
"230980","Pacoti","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23098040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","12.87",,,,,,"100","0",,
"230980","Pacoti","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","1995","","",,,,,,,,,,
"230980","Pacoti","CE","1996","","",,,,,,,,,,
"230980","Pacoti","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","1997","","",,,,,,,,,,
"230980","Pacoti","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230980","Pacoti","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"230990","Pacujá","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23099040] Prefeitura Municipal de Pacujá - PMP","Água; Res Sólidos",,,,,,,,,,
"230990","Pacujá","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","1995","","",,,,,,,,,,
"230990","Pacujá","CE","1997","","",,,,,,,,,,
"230990","Pacujá","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"230990","Pacujá","CE","1996","","",,,,,,,,,,
"231000","Palhano","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos",,,"4.76","0","0","134.22",,,,"0"
"231000","Palhano","CE","1997","","",,,,,,,,,,
"231000","Palhano","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos","2.37","16272.73",,"0",,"38.52","100","0","9.09",
"231000","Palhano","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos","5.25",,,,,,"100","0","8.33",
"231000","Palhano","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231000","Palhano","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos",,,"4.03","0",,"51.6",,,,
"231000","Palhano","CE","1996","","",,,,,,,,,,
"231000","Palhano","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos",,,,"0",,"51.83",,,,
"231000","Palhano","CE","1995","","",,,,,,,,,,
"231010","Palmácia","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231010","Palmácia","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231010","Palmácia","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231010","Palmácia","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","1997","","",,,,,,,,,,
"231010","Palmácia","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23101040] secretaria de obras e meio ambiente - soma","Água e Esgoto; Res Sólidos","2.3",,,,,,"100","0","8.33",
"231010","Palmácia","CE","1996","","",,,,,,,,,,
"231010","Palmácia","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231010","Palmácia","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","1995","","",,,,,,,,,,
"231010","Palmácia","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231010","Palmácia","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23101040] secretaria de obras e meio ambiente - soma","Água e Esgoto; Res Sólidos",,,,,,,,,,
"231030","Parambu","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","7.09","13708.68","2.06","77.3",,"97.23","80","20","1",
"231030","Parambu","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","7.96","6240.25","1.42","60.02",,"49.67","83.04","16.96","0.89",
"231030","Parambu","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","5.95","15671.43","3.41","51","0","93.32","95.24","4.76","1.19","0"
"231030","Parambu","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","1995","","",,,,,,,,,,
"231030","Parambu","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","7.48",,"1.45",,,,"0","100","0.94",
"231030","Parambu","CE","1997","","",,,,,,,,,,
"231030","Parambu","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","7.07","13708.72","2.06","77.3",,"96.98","80","20","1",
"231030","Parambu","CE","1996","","",,,,,,,,,,
"231030","Parambu","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231030","Parambu","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos","7.55",,"1.45",,,,"0","100","0.94",
"231040","Paramoti","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos","5.66",,,,,,"100","0","6.25",
"231040","Paramoti","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231040","Paramoti","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231040","Paramoti","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231040","Paramoti","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos","7.07",,"3.28",,,,"80","20","5",
"231040","Paramoti","CE","1995","","",,,,,,,,,,
"231040","Paramoti","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos","11.5",,,,,,"82.81","17.19","6.25",
