"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
"220830","Piracuruca","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","Atende integralmente","0","0","0","88","1","88","1",,,,,,"120","120","0","0","3610","3235",,"88","4","120",
"220830","Piracuruca","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"7","0","7","6",,,,,,"120","120",,,"685","685",,"15","1","60",
"220830","Piracuruca","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","390","1000","2500","0","0","0","0",,,"0",,,"120","120","0","0",,,,"0","0","300",
"220830","Piracuruca","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","Atende integralmente","0","0",,"71","0","71","0",,,,,,"120","120","0","0","2181","2181","122222","71","11","120",
"220830","Piracuruca","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"7","0","7","0",,,,,,"120","480",,,,,,"9","0","480",
"220830","Piracuruca","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"29","1","27","0",,,,,,"120","120",,,,,,"31","0","120",
"220830","Piracuruca","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","Atende integralmente","0","0","0","67","0","67","1",,,"0",,,"120","120","0","0","3239","3132",,"67","3","120",
"220830","Piracuruca","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22083040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA","Água; Res Sólidos","Atende integralmente","0","0","0","24","0","24","0",,,"0",,,"120","120","0","0","3609","3425",,"24","0","120",
"220830","Piracuruca","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0","0","0","0","0",,,"0",,,"120","120","0","0",,,,"0","0","300",
"220830","Piracuruca","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","5","0","6","0",,,"0",,,"120","480","0","0","0","0","0","5","0","48",
"220830","Piracuruca","PI","1997","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"5","0","6","0",,,,,,"120","480",,,,,,"10","0","120",
"220830","Piracuruca","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,"4","1","4","0",,,,,,"10","10",,,,,,"25","0",,
"220830","Piracuruca","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,"4380","0","360","0",,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","1998","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água e Esgoto","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","30","90",,"4380","0","360","0",,,,,,,,,,,,,,,,
"220830","Piracuruca","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2014","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2011","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2015","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2012","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2013","[22086540] Prefeitura de Queimada Nova - PQN","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","2010","","","",,,,,,,,,,,,,,,,,,,,,,,
"220865","Queimada Nova","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"40","0","40","0",,,,,,"60","60","0","0","340","340","4494","40","5","60",
"220870","Redenção do Gurguéia","PI","2014","[22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2015","[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Res Sólidos","",,,,,,,,,,,,,,,,,"15","12",,,,,
"220870","Redenção do Gurguéia","PI","2013","[22087011] Prefeitura Municipal de Redenção do Gurguéia - PMRG; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22087040] Prefeitura Municipal de Redenção do Gurguéia - PMRG","Esgoto; Água; Res Sólidos","Atende integralmente","0","0","0","72","1","72","1","0","0","0",,,"60","60","0","0","712","528",,"72","10","60",
"220870","Redenção do Gurguéia","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,"23","0","23","0",,,,,,"60","120",,,,,,"23","1","120",
"220870","Redenção do Gurguéia","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"15","0","15","0",,,,,,"60","60",,,,,,"36","0","60",
"220870","Redenção do Gurguéia","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"18","0","4","0",,,,,,"60","120",,,,,,"31","0","60",
"220870","Redenção do Gurguéia","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"45","0","30","0",,,,,,"60","60",,,,,,"58","0","60",
"220870","Redenção do Gurguéia","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","300","1500","620",,,,,,,"0",,,,,"0","0",,,,,,,
"220870","Redenção do Gurguéia","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220870","Redenção do Gurguéia","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","18","0","4","0",,,"0",,,"60","120","0","0","0","0","0","3","0","120",
"220887","Ribeira do Piauí","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2010","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2012","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2015","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2014","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2011","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2013","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220887","Ribeira do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22090040] Prefeitura Municipal de Rio Grande do Piauí - PMRGP","Água; Res Sólidos","Atende integralmente","0","0","0","27","6","19","0",,,,,,"60","60","0","0","591","433",,"27","7","60",
"220900","Rio Grande do Piauí","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","36","0","36","0",,,"0",,,"60","60","0","0","732","516",,"36","0","60",
"220900","Rio Grande do Piauí","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22090040] Prefeitura Municipal de Rio Grande do Piauí - PMRGP","Água; Res Sólidos","Atende integralmente","0","0","0","24","0","24","0",,,"0",,,"60","60","0","0","680","567",,"24","0","60",
"220900","Rio Grande do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","300","990","654",,,,,,,"0",,,,,"0","0",,,,,,,
"220900","Rio Grande do Piauí","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"9","0","9","0",,,,,,"60","120",,,,,,"10","0","60",
"220900","Rio Grande do Piauí","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"189","3","16","0",,,,,,"60","120",,,,,,"16","0","120",
"220900","Rio Grande do Piauí","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"27","0","27","0",,,,,,"60","60","0","0","206","206","2849","27","0","60",
"220900","Rio Grande do Piauí","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"34","2","34","0",,,,,,"60","60",,,,,,"30","0","60",
"220900","Rio Grande do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"6","2","6","0",,,,,,"60","60",,,,,,"11","0","60",
"220900","Rio Grande do Piauí","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220900","Rio Grande do Piauí","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","9","0","9","0",,,"0",,,"60","120","0","0","0","0","0","9","0","120",
"220910","Santa Cruz do Piauí","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"10","10","10","0",,,,,,"60","60",,,,,,"15","0","60",
"220910","Santa Cruz do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"16","0","16","0",,,,,,"60","60","0","0","174","174","4193","16","0","60",
"220910","Santa Cruz do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","45","8","45","0",,,"0",,,"60","60","0","0","203","190",,"45","0","60",
"220910","Santa Cruz do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","0","0","0","0",,,"0",,,"60","60","0","0","366","286",,"0","0","60",
"220910","Santa Cruz do Piauí","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220910","Santa Cruz do Piauí","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","6","0","6","3",,,"0",,,"60","120","0","0","0","0","0","6","0","120",
"220910","Santa Cruz do Piauí","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","24","10","24","0",,,,,,"60","60","0","0","231","200",,"24","0","60",
"220910","Santa Cruz do Piauí","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"6","0","6","3",,,,,,"60","120",,,,,,"5","0","60",
"220910","Santa Cruz do Piauí","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"4","4","4","0",,,,,,"60","120",,,,,,"4","0","120",
"220910","Santa Cruz do Piauí","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","350","1000","600",,,,,,,"0",,,,,"0","0",,,,,,,
"220910","Santa Cruz do Piauí","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"6","5","6","0",,,,,,"60","60",,,,,,"5","0","60",
"220915","Santa Cruz dos Milagres","PI","2014","[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos","","3","81","650","93","38","93","0",,,"0",,,"93","93","0","0","4","4","25","93","38","93",
"220915","Santa Cruz dos Milagres","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2010","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2013","[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos","","48","288",,"7","0","7","0",,,,,,"7","7","1","2","4","4","28","7","0","7",
"220915","Santa Cruz dos Milagres","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2012","[22091540] SECRETARIA DE AGRICULTURA - SA","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2011","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2015","[22091511] Prefeitura Municipal de Santa Cruz dos Milagres - PMSCM; [22091540] SECRETARIA DE AGRICULTURA - SA","Água; Res Sólidos","","0","0","0","53","40","53","0",,,"0",,,"53","53","0","0","4","4",,"53","23","53",
"220915","Santa Cruz dos Milagres","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220915","Santa Cruz dos Milagres","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"51","0","33","0",,,,,,"60","60",,,,,,"60","0","60",
"220930","Santa Luz","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093040] Prefeitura Municipal de Santa Luz - PMSL","Água; Res Sólidos","Atende integralmente","0","0","0","118","0","118","0",,,,,,"60","60","0","0","349","288",,"118","10","60",
"220930","Santa Luz","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"50","0","50","0",,,,,,"60","60","0","0","230","230","2651","50","6","60",
"220930","Santa Luz","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"27","0","17","0",,,,,,"60","120",,,,,,"16","0","60",
"220930","Santa Luz","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","360","1500","350","3","0","3","0",,,"0",,,"60","60","0","0",,,,"2","2","120",
"220930","Santa Luz","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,"0","0",,,,,,,,"5","5",,,,,,"10","0",,
"220930","Santa Luz","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0","3","0","3","0",,,"0",,,"60","60","0","0",,,,"2","2","120",
"220930","Santa Luz","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"80","5","19","2",,,,,,"60","120",,,,,,"19","0","120",
"220930","Santa Luz","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220930","Santa Luz","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22093040] Prefeitura Municipal de Santa Luz - PMSL","Água; Res Sólidos","Atende integralmente","0","0","0","57","0","57","0",,,"0",,,"60","60","0","0","396","256",,"57","17","60",
"220930","Santa Luz","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","179","541","977","20","0","20","0",,,,,,"60","60",,,"20","20",,"41","9","60",
"220930","Santa Luz","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","20","0","20","0",,,"0",,,"60","60","0","0","416","352",,"20","1","60",
"220930","Santa Luz","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","27","0","17","0",,,"0",,,"60","120","0","0","0","0","0","17","0","120",
"220930","Santa Luz","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","2011","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","0","0","0","0",,,"0",,,"60","60","0","0","45","38",,"0","0","60",
"220935","Santana do Piauí","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","0","0","0","0",,,,,,"60","60","0","0","1031","915",,"0","0","60",
"220935","Santana do Piauí","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220935","Santana do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
