"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
"231095","Pires Ferreira","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"30.2",,,"0.28","0.17",,"90.68","174.85",,"3.02","1.91","6.2"
"231095","Pires Ferreira","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"47.2",,,"0.12","60.21",,"57.21","57.23",,"150.82","6.94","100"
"231095","Pires Ferreira","CE","1997","","",,,,,,,,,,,,,
"231095","Pires Ferreira","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231095","Pires Ferreira","CE","1996","","",,,,,,,,,,,,,
"231095","Pires Ferreira","CE","1998","","",,,,,,,,,,,,,
"231095","Pires Ferreira","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231100","Poranga","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231100","Poranga","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,"0","0.14",,"350.82","200","0",,"0","100"
"231100","Poranga","CE","1997","","",,,,,,,,,,,,,
"231100","Poranga","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2078","9",,,"0","0.14",,"472.93","497.18","0","0.58","0","106.87"
"231100","Poranga","CE","1998","","",,,,,,,,,,,,,
"231100","Poranga","CE","2001","","",,,,,,,,,,,,,
"231100","Poranga","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,"11.57",,,"0","0",,"320.18","223.25",,"34.8","0","105.26"
"231100","Poranga","CE","1995","","",,,,,,,,,,,,,
"231100","Poranga","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231100","Poranga","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231100","Poranga","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,"7.1","13.42",,"497.04","443.45",,"0.15","0","100.39"
"231100","Poranga","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2172","26",,,"0","0",,"318.02","173.65","0",,"0.34","102.1"
"231100","Poranga","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231100","Poranga","CE","1996","","",,,,,,,,,,,,,
"231100","Poranga","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,"14.15",,,"0","0",,"204.68","167.81",,"0.04","0.41","100.42"
"231100","Poranga","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","195","26",,,"0","0.03",,"1728.65","4361.88",,"2.21","1.37","178.67"
"231100","Poranga","CE","1999","","",,,,,,,,,,,,,
"231100","Poranga","CE","2000","","",,,,,,,,,,,,,
"231100","Poranga","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP","Água e Esgoto; Res Sólidos",,"25.62",,,"0","0",,"217.54","217.98",,"38.53","5.93","103.51"
"231100","Poranga","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",,"17.75",,,"0","0",,"198.8","198.8",,"43.18","0.43","102.19"
"231100","Poranga","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,"0","0.85",,"164.53","164.53","0","1.09","0","86.83"
"231110","Porteiras","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água; Res Sólidos",,,,,"0.06","0",,"325.09","245.61",,,"0","102.89"
"231110","Porteiras","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,"20",,,"0.11","0",,"384.78","388.16",,"31.78","0","110.53"
"231110","Porteiras","CE","1995","","",,,,,,,,,,,,,
"231110","Porteiras","CE","1997","","",,,,,,,,,,,,,
"231110","Porteiras","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,"0","0.1",,"317.12","241.98","0",,"0","103.14"
"231110","Porteiras","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0","0.37",,"198.06","143.47",,"4.6","0.66","106.36"
"231110","Porteiras","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0.06","0.31",,"206.23","144.18",,"0.25","0","108.33"
"231110","Porteiras","CE","1996","","",,,,,,,,,,,,,
"231110","Porteiras","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","983","6",,,"0","1.61",,"116.58","132.08",,"6.17","0","90.24"
"231110","Porteiras","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos",,,,,"1.15","0",,"416.16","378.79",,"21.31","0","118.7"
"231110","Porteiras","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos",,"92",,,"0","0.44",,"658.25","655.34",,"0.03","0","169.79"
"231110","Porteiras","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0.12","0.1",,"185.96","126.92",,"1.16","0.12","847.92"
"231110","Porteiras","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23111040] PREFEITURA MUNICIPAL DE PORTEIRAS - PMP","Água e Esgoto; Res Sólidos",,"18",,,"0","0.12",,"362.34","361.09",,"174.79","0","124.54"
"231110","Porteiras","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231110","Porteiras","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","1996","","",,,,,,,,,,,,,
"231120","Potengi","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos",,"144.5",,,"0","97.96",,"228.89","118.56",,"86.58","7.21","102.78"
"231120","Potengi","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos",,"31",,,"0","97.6",,"194.01","99.01",,"100.71","8.33","100"
"231120","Potengi","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","1833","42",,,"0","76.26",,"169.33","92.93",,"0.03","0.93","100"
"231120","Potengi","CE","1997","","",,,,,,,,,,,,,
"231120","Potengi","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos",,"12",,"36","0.01","98.74",,"227.82","104.32",,"46.18","8.51","99.58"
"231120","Potengi","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","122","18.57","122","18.57","0","47.67",,"134.92","100",,"0.09","0","8.38"
"231120","Potengi","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","328","95.6",,,"0","73.29",,"53.98","56.47",,"510.67","2.54","100"
"231120","Potengi","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0","1.24",,"117.54","117.54",,"1.76","0","70.79"
"231120","Potengi","CE","1995","","",,,,,,,,,,,,,
"231120","Potengi","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"22.14","6.59",,"72.81","72.84",,"11.42","0","102.45"
"231120","Potengi","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231120","Potengi","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","1587","7","198","2.25","0","10.63",,"55.63","56.17",,"0.33","0.78","100.78"
"231120","Potengi","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","74","18.58",,,"1.8","7.66",,"8.47","5.12",,"5.48","2.17","8.41"
"231123","Potiretama","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231123","Potiretama","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,"35.62","0","92.44",,"110.4","110.47",,"66.56","1.79","53.08"
"231123","Potiretama","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231123","Potiretama","CE","1997","","",,,,,,,,,,,,,
"231123","Potiretama","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","738","6","738","6","0","50.38",,"84.89","34.46",,"3.04","1.91","52.68"
"231123","Potiretama","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231123","Potiretama","CE","1996","","",,,,,,,,,,,,,
"231123","Potiretama","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"2.95","63.07",,"79.58","58.15",,"11.23","38.62","113.89"
"231123","Potiretama","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231123","Potiretama","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,"0","6","0","63.75",,"65.76","27.73",,"3.12","0.75","62.04"
"231123","Potiretama","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"19.83",,,"0","89.88",,"126.72","105.88",,"92.61","15.07","101.39"
"231123","Potiretama","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"12.67",,,"0.06","39.76",,"147.17","97.11",,"0.14","3.65","100.46"
"231123","Potiretama","CE","1995","","",,,,,,,,,,,,,
"231123","Potiretama","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"53",,"24","0","91.22",,"396.36","205.3",,"107.09","7.62","102.76"
"231123","Potiretama","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","41","12",,,"0","0.02",,"217.53","237.37",,"5.04","0","119.44"
"231123","Potiretama","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","794","8.54",,,"0","5.88",,"480","113.33",,"0.83","25.83","125.83"
"231123","Potiretama","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231123","Potiretama","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","867","12",,,"0","24.07",,"113.03","100",,"12.84","0.83","111.11"
"231123","Potiretama","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"4",,,,"49.9",,"35.56","10.87",,,"23.68","17.59"
"231123","Potiretama","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112340] Prefeitura Municipal de Potiretama - pmp","Água; Res Sólidos","79","19.7","57","15.29","0","0.48",,"1150.3","229.7",,"92.94","0.54","140"
"231123","Potiretama","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","678","6.92","678","6.92",,"13.51",,"162.45","411.03",,,"3.79","249.06"
"231126","Quiterianópolis","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","1811","6",,,"8.01","16.51",,"180.18","131.76",,"3.29","0","100"
"231126","Quiterianópolis","CE","1996","","",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","1850","8",,,"0","7.99",,"163.01","147.24",,"0.6","0","106.87"
"231126","Quiterianópolis","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","1995","","",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0","0.92",,"111.66","111.66",,"1.15","0","76.3"
"231126","Quiterianópolis","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ","Água; Res Sólidos",,,,,"0","5.07",,"96.5","96.5",,"14.69","0.46","101.39"
"231126","Quiterianópolis","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água","1931","31","393","26.5","0","36.19",,"126.84","104.35",,,"1.87","105.51"
"231126","Quiterianópolis","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,,,,
"231126","Quiterianópolis","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0","1.95",,"119.67","74.51",,,"0","100"
"231126","Quiterianópolis","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"31",,,"0","1.27",,"130.76","173.78",,"1.93","0.43","92.13"
"231126","Quiterianópolis","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,"0","78.06",,"214.91","200.97",,"7.49","18.1","97.22"
"231126","Quiterianópolis","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,"13",,,"0","98.51",,"127.69","120.02",,"0.13","11.06","100.46"
"231126","Quiterianópolis","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ","Água; Res Sólidos",,"724",,"61","0.04","51.2",,"161.78","161.37",,"20.04","2.22","104.17"
"231126","Quiterianópolis","CE","1997","","",,,,,,,,,,,,,
"231130","Quixadá","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água e Esgoto; Res Sólidos",,"3318.5",,,"0.28","37.9",,"128.71","128.44",,"240","1.49","108.26"
"231130","Quixadá","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,"4",,,"15.62","55.22",,"824.14","29781.82",,,"5.38","213.79"
"231130","Quixadá","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2086","19.5",,,"0.03","74.35",,"96.89","105.48",,"0.04","1.05","110.17"
"231130","Quixadá","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,,,,
"231130","Quixadá","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,"1","8.76","2.53","55.14","1.87","7.54","8.15","29.12","10.24","5.38","92.76"
"231130","Quixadá","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água e Esgoto; Res Sólidos",,"44.17",,,"0.07","9.1",,"118.04","116.75",,"0.08","0.76","112.89"
"231130","Quixadá","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","2","12.16",,,"0","0",,"100","100",,,,
"231130","Quixadá","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,"33.17",,,"7.7","88.22",,"120.51","120.48",,"55.65","3.98","110.14"
"231130","Quixadá","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","1544","7.12","823","6.13","0.04","3.11","0.3","362.34","362.34","0.62","2","0.29","362.34"
"231130","Quixadá","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","5559","9.06","5559","6.8","1.31","81.92","4","102.75","114.42","38.56","4","5.68","293.18"
"231130","Quixadá","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,,,,
"231130","Quixadá","CE","1997","","",,,,,,,,,,,,,
"231130","Quixadá","CE","1995","","",,,,,,,,,,,,,
"231130","Quixadá","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","490","20.34",,,"0.1","69.56","5.87","101.26","110.81","0.94","6.9","0.51","110.23"
"231130","Quixadá","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","1011","19.47",,,"0","53.49",,"86.35","100","0","14.44","1.54","109.35"
"231130","Quixadá","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","179","12.2","10728","24","11.98","12.56",,"91.32","496.35",,,,
"231130","Quixadá","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água e Esgoto; Res Sólidos",,"14.5",,,"0.41","51.94",,"124.69","123.94",,"240","0.8","107.73"
"231130","Quixadá","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,,,,
"231130","Quixadá","CE","1996","","",,,,,,,,,,,,,
"231130","Quixadá","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","281","20.34",,,"0","25.1",,"4.07","4.49",,"3.52","4.13","22.72"
"231130","Quixadá","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto","4549","30.33",,,"0","66.27","24","73.79","80.83","20.81","0.76","1.05","126.89"
"231135","Quixelô","CE","2010","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","121","8","280","6.4","4.79","2.03","6","50","50.68","1",,"1.58","65.52"
"231135","Quixelô","CE","2006","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2014","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","150","5","167","5.33","7.14","2.14","4.8","47.95","47.95","1.5",,"5","68.97"
"231135","Quixelô","CE","2013","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","163","4.75","150","5.8","7.14","2.14","5.67","47.95","47.95","1.2",,"2.5","68.97"
"231135","Quixelô","CE","2007","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2011","[23113511] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","150","8","325","9","5.36","2.5","6.75","47.95","49.32","0.8",,"2.5","68.97"
"231135","Quixelô","CE","2000","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2003","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2001","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2005","","",,,,,,,,,,,,,
"231135","Quixelô","CE","1997","","",,,,,,,,,,,,,
"231135","Quixelô","CE","1999","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2009","[23113511] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto","130","7","275","6","5.48","2.74","6","50","50","1.2",,"2.63","65.52"
"231135","Quixelô","CE","1996","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2012","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","253","6.67","237","10","7.14","2.14","8","47.95","47.95","1",,"2.5","68.97"
"231135","Quixelô","CE","2002","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2015","[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos","133","1.67","148","4.5","7.14","2.14",,"47.95","47.95","0",,"12.5","68.97"
"231135","Quixelô","CE","1998","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2004","","",,,,,,,,,,,,,
"231135","Quixelô","CE","2008","","",,,,,,,,,,,,,
"231135","Quixelô","CE","1995","","",,,,,,,,,,,,,
"231140","Quixeramobim","CE","2007","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos",,,"100","6","0.63","2.46",,"100.34","102.73",,,"1.27","105.96"
"231140","Quixeramobim","CE","2000","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água",,,"2232","8","0.82","1.05",,"102.22","102.69",,,,
"231140","Quixeramobim","CE","2005","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água",,,"370","7.6","0.79","1.39",,"100.22","100.29",,,"1.24","102.07"
"231140","Quixeramobim","CE","2004","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","184","6","223","3","0.83","1.13",,"104.35","102.78",,"1","0.89","112"
"231140","Quixeramobim","CE","1996","","",,,,,,,,,,,,,
"231140","Quixeramobim","CE","2015","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos",,"12.98",,"12","5.76","85.49",,"54.99","20.01",,,"36.35","33.65"
"231140","Quixeramobim","CE","1999","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água e Esgoto","509","6",,,"5","2.88",,"200","102.21",,,,
"231140","Quixeramobim","CE","2008","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","151","8","125","6","1.48","0.96",,"102.92","112.18",,,"2.46","108.61"
"231140","Quixeramobim","CE","1997","","",,,,,,,,,,,,,
"231140","Quixeramobim","CE","1995","","",,,,,,,,,,,,,
"231140","Quixeramobim","CE","2001","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","266","7.2","292","4","0.72","2.64",,"102.87","102.5",,,,
"231140","Quixeramobim","CE","2010","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","2152","7.5","380","8.36","1.5","0.61",,"123","107.94",,,"2.86","121.52"
"231140","Quixeramobim","CE","2003","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","2540","8","681","3.81","1.19","4.66",,"127.27","107.22",,,"1.85","114.89"
"231140","Quixeramobim","CE","1998","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","1056","13.4",,,,"0",,,,,,,
"231140","Quixeramobim","CE","2006","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água",,,"104","1.83","0.66","1.38",,"100.22","100.15",,,"1.01","100.11"
"231140","Quixeramobim","CE","2012","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","436","6.33","682","14.62","9.52","18.86",,"104.47","104.47",,,"50.78","75.17"
"231140","Quixeramobim","CE","2002","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água; Água",,,,,,,,,,,,,
"231140","Quixeramobim","CE","2013","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos","1161","7","424","8.88","11.03","10",,"98.05","97.84",,,"28.68","90.93"
"231140","Quixeramobim","CE","2009","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","1806","9","119","7.11","1.6","1.58",,"129.91","116.13",,,"9.64","157.7"
"231140","Quixeramobim","CE","2014","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","1326","8","366","8","3.67","13.89",,"44.59","14.93",,,"40.64","19.98"
"231140","Quixeramobim","CE","2011","[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE","Água","652","8","434","14.57","1.3","1.1",,"128.36","108.68",,,"4.12","125.32"
