"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN041_RS...Taxa.de.terceirização.dos.varredores....","IN042_RS...Taxa.de.terceirização.da.extensão.varrida....","IN043_RS...Custo.unitário.médio.do.serviço.de.varrição..prefeitura...empresas.contratadas...R..Km.","IN044_RS...Produtividade.média.dos.varredores..prefeitura...empresas.contratadas...Km.empreg.dia.","IN045_RS...Taxa.de.varredores.em.relação.à.população.urbana..empreg.1000.hab.","IN046_RS...Incidência.do.custo.do.serviço.de.varrição.no.custo.total.com.manejo.de.rsu....","IN047_RS...Incidência.de.varredores.no.total.de.empregados.no.manejo.de.rsu....","IN048_RS...Extensão.total.anual.varrida.per.capita..Km.habitante.ano.","IN051_RS...Taxa.de.capinadores.em.relação.à.população.urbana..empreg.1000.hab.","IN052_RS...Incidência.de.capinadores.no.total.empregados.no.manejo.de.rsu...."
"231300","Solonópole","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231300","Solonópole","CE","1995","","",,,,,,,,,,
"231300","Solonópole","CE","2013","[23130040] Prefeitura Municipal de Solonópole - PMS","Res Sólidos","16.22",,,,"3.98",,"52.86",,"1.18","15.71"
"231300","Solonópole","CE","2005","","",,,,,,,,,,
"231300","Solonópole","CE","1999","","",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","1995","","",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","1996","","",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","1997","","",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231310","Tabuleiro do Norte","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","1996","","",,,,,,,,,,
"231320","Tamboril","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","1995","","",,,,,,,,,,
"231320","Tamboril","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","1997","","",,,,,,,,,,
"231320","Tamboril","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231320","Tamboril","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","2000","","",,,,,,,,,,
"231325","Tarrafas","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","1999","","",,,,,,,,,,
"231325","Tarrafas","CE","1997","","",,,,,,,,,,
"231325","Tarrafas","CE","1996","","",,,,,,,,,,
"231325","Tarrafas","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","50",,,,"4.57",,"30.77",,"4.57","30.77"
"231325","Tarrafas","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","1995","","",,,,,,,,,,
"231325","Tarrafas","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","1998","","",,,,,,,,,,
"231325","Tarrafas","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231325","Tarrafas","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","100",,,,"1.53","20","22.22",,"1.53","22.22"
"231325","Tarrafas","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","2003","","",,,,,,,,,,
"231325","Tarrafas","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231325","Tarrafas","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","1995","","",,,,,,,,,,
"231330","Tauá","CE","1997","","",,,,,,,,,,
"231330","Tauá","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231330","Tauá","CE","1996","","",,,,,,,,,,
"231330","Tauá","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos","100",,,,"0.6","14.03","24.1",,"0.54","21.69"
"231330","Tauá","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos","0",,,,"1.75",,"50.88",,"0.12","3.51"
"231330","Tauá","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231330","Tauá","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231330","Tauá","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231330","Tauá","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231330","Tauá","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos","0",,,,"1.84","32.88","57.14",,"0.09","2.86"
"231330","Tauá","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos","0",,,,"0.75",,"26.04",,"0.18","6.25"
"231335","Tejuçuoca","CE","1998","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2004","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","1996","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","1995","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2003","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","1999","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133540] PREFEITURA MUNICIPAL DE TEJUÇUOCA - PMT","Água; Res Sólidos","0",,,,"2.18",,"53.57",,"0.29","7.14"
"231335","Tejuçuoca","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","1997","","",,,,,,,,,,
"231335","Tejuçuoca","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231335","Tejuçuoca","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM","Água e Esgoto; Res Sólidos","100",,,,"0.53","26.24","24.76",,"0.35","16.19"
"231340","Tianguá","CE","1995","","",,,,,,,,,,
"231340","Tianguá","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM","Água e Esgoto; Res Sólidos",,,,,,,,"0.44",,
"231340","Tianguá","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","1997","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",,,,,,,,,,
"231340","Tianguá","CE","1996","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231340","Tianguá","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM","Água e Esgoto; Res Sólidos","0",,,"1.25","1.14",,"45.08","0.45","0.19","7.38"
"231360","Ubajara","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM","Água; Res Sólidos","45.45","100",,"0.74","1.47",,"27.5","0.34","2","37.5"
"231360","Ubajara","CE","1995","","",,,,,,,,,,
"231360","Ubajara","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","1996","","",,,,,,,,,,
"231360","Ubajara","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM","Água; Res Sólidos","100",,,,"2.22",,"57.14",,"0","0"
"231360","Ubajara","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","1997","","",,,,,,,,,,
"231360","Ubajara","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231360","Ubajara","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM","Água; Res Sólidos",,,,,,,,,,
"231370","Umari","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","1996","","",,,,,,,,,,
"231370","Umari","CE","2012","[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos",,,,,,,,,,
"231370","Umari","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","1995","","",,,,,,,,,,
"231370","Umari","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2015","[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos","100",,,,"3.77",,"48.39",,"0.5","6.45"
"231370","Umari","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2014","[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos","30",,,,"2.51",,"40",,"0.5","8"
"231370","Umari","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","1997","","",,,,,,,,,,
"231370","Umari","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2013","[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos","100","100",,"0.43","5.78",,"52.27","0.78","1.51","13.64"
"231370","Umari","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231370","Umari","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","1996","","",,,,,,,,,,
"231375","Umirim","CE","2004","","",,,,,,,,,,
"231375","Umirim","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos",,,,,"0","3.12","0",,"0.87","25"
"231375","Umirim","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","1997","","",,,,,,,,,,
"231375","Umirim","CE","2003","","",,,,,,,,,,
"231375","Umirim","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos","60",,,,"0.45",,"25",,"0.45","25"
"231375","Umirim","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","1995","","",,,,,,,,,,
"231375","Umirim","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos","80",,,,"0.87","0","31.25",,"0.87","31.25"
"231375","Umirim","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231375","Umirim","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos","100",,,,"0.36",,"26.67",,"0.72","53.33"
"231375","Umirim","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos","0",,,,"0.26",,"15",,"0.88","50"
"231375","Umirim","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2006","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","1996","","",,,,,,,,,,
"231380","Uruburetama","CE","2015","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2013","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2014","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2009","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","1997","","",,,,,,,,,,
"231380","Uruburetama","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2008","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","1998","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2003","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2004","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2007","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2002","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","1995","","",,,,,,,,,,
"231380","Uruburetama","CE","2000","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","1999","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231380","Uruburetama","CE","2001","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231395","Varjota","CE","2011","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP","Água; Res Sólidos","70",,,,"1.38",,"32.26",,"1.38","32.26"
"231395","Varjota","CE","2010","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP","Água; Res Sólidos","66.67","80",,"2.34","1.25",,"36.73","0.92","0.69","20.41"
"231395","Varjota","CE","2005","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",,,,,,,,,,
"231395","Varjota","CE","2012","[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP","Água; Res Sólidos","76.19",,,,"1.44",,"28.77",,"1.44","28.77"
